Sample Count,55

Sample No.,1
Date & Time,'2021-12-30 13:24:58
Data Type,OPC
Voc (V),39.28
Isc (A),8.918
Pmax (W),228.7857
Vpm (V),29.56
Ipm (A),7.738
EFF (%),11.768
FF,0.652
Tc (degC),15.9
Irr (W/m2),66
Nms,1
Rs (Ohm),0.9216
V (V),I (A),P (W)
7.23,7.375,53.3303
7.48,7.359,55.1135
7.74,7.346,56.9139
8.00,7.337,58.7372
8.26,7.330,60.5791
8.52,7.324,62.4177
8.78,7.317,64.2529
9.03,7.311,66.0874
9.29,7.308,67.9433
9.55,7.304,69.7973
9.81,7.301,71.6496
10.07,7.297,73.5000
10.32,7.294,75.3487
10.58,7.290,77.1955
10.84,7.287,79.0406
11.10,7.284,80.8838
11.36,7.281,82.7312
11.62,7.278,84.5799
11.87,7.275,86.4271
12.13,7.272,88.2730
12.39,7.270,90.1174
12.65,7.267,91.9604
12.91,7.264,93.8021
13.17,7.262,95.6423
13.42,7.259,97.4811
13.68,7.256,99.3186
13.94,7.253,101.1546
14.20,7.250,102.9732
14.46,7.245,104.7837
14.71,7.241,106.5919
14.97,7.237,108.3980
15.23,7.232,110.2019
15.49,7.228,112.0035
15.75,7.224,113.8029
16.01,7.219,115.5893
16.26,7.213,117.3653
16.52,7.208,119.1385
16.78,7.203,120.9089
17.04,7.197,122.6764
17.30,7.192,124.4412
17.56,7.181,126.1073
17.81,7.169,127.7540
18.07,7.155,129.3453
18.33,7.125,130.6378
18.59,7.070,131.4690
18.85,6.993,131.8299
19.10,6.898,131.8203
19.36,6.764,131.0112
19.62,6.630,130.1271
19.88,6.520,129.6473
20.14,6.352,127.9537
20.40,6.200,126.4927
20.65,5.993,123.8172
20.91,5.800,121.3272
21.17,5.614,118.9009
21.43,5.408,115.9292
21.69,5.117,111.0022
21.95,4.855,106.5727
22.20,4.554,101.1388
22.46,4.395,98.7490
22.72,4.372,99.3614
22.98,4.349,99.9619
23.24,4.326,100.5506
23.49,4.319,101.5010
23.75,4.315,102.5327
24.01,4.312,103.5626
24.27,4.308,104.5907
24.53,4.305,105.6169
24.79,4.301,106.6413
25.04,4.298,107.6639
25.30,4.294,108.6847
25.56,4.291,109.7037
25.82,4.287,110.7208
26.08,4.283,111.7361
26.34,4.280,112.7496
26.59,4.276,113.7613
26.85,4.273,114.7712
27.11,4.269,115.7792
27.37,4.266,116.7855
27.63,4.262,117.7899
27.88,4.259,118.7925
28.14,4.255,119.7932
28.40,4.252,120.7922
28.66,4.248,121.7893
28.92,4.245,122.7846
29.18,4.241,123.7781
29.43,4.238,124.7698
29.69,4.234,125.7596
29.95,4.229,126.7068
30.21,4.222,127.5850
30.47,4.215,128.4596
30.73,4.208,129.3305
30.98,4.201,130.1978
31.24,4.194,131.0614
31.50,4.187,131.9213
31.76,4.180,132.7776
32.02,4.173,133.6302
32.28,4.166,134.4791
32.53,4.158,135.3244
32.79,4.151,136.1661
33.05,4.144,137.0040
33.31,4.114,137.0559
33.57,4.056,136.1971
33.82,3.983,134.7733
34.08,3.886,132.4700
34.34,3.761,129.2030
34.60,3.597,124.4988
34.86,3.429,119.5671
35.12,3.250,114.1618
35.37,3.046,107.7829
35.63,2.784,99.2399
35.89,2.574,92.4006
36.15,2.302,83.2534
36.41,2.090,76.1063
36.67,1.852,67.9373
36.92,1.652,61.0397
37.18,1.387,51.6059
37.44,1.166,43.6644
37.70,0.944,35.6006
37.96,0.727,27.6152
38.21,0.468,17.9195
38.47,0.235,9.0463

Sample No.,36
Date & Time,'2021-12-30 14:12:07
Data Type,OPC
Voc (V),38.44
Isc (A),8.143
Pmax (W),127.4122
Vpm (V),32.95
Ipm (A),3.866
EFF (%),6.554
FF,0.407
Tc (degC),14.4
Irr (W/m2),684
Nms,1
Rs (Ohm),1.0410
V (V),I (A),P (W)
0.25,8.102,2.0764
0.51,8.061,4.1318
0.76,8.019,6.1662
1.02,7.979,8.1796
1.28,7.938,10.1721
1.53,7.897,12.1434
1.79,7.856,14.0939
2.05,7.815,16.0232
2.30,7.774,17.9316
2.56,7.733,19.8188
2.81,7.692,21.6852
3.07,7.651,23.5305
3.33,7.610,25.3551
3.58,7.569,27.1583
3.84,7.528,28.9403
4.10,7.244,29.7075
4.35,7.224,31.4777
4.61,7.208,33.2551
4.86,7.200,35.0614
5.12,7.191,36.8633
5.38,7.183,38.6609
5.63,7.174,40.4494
5.89,7.164,42.2317
6.15,7.154,44.0092
6.40,7.139,45.7467
6.66,7.123,47.4641
6.91,7.092,49.0799
7.17,7.036,50.4964
7.43,6.973,51.8309
7.68,6.897,53.0323
7.94,6.884,54.6962
8.20,6.657,54.5993
8.45,6.634,56.1137
8.71,6.547,57.0528
8.97,5.943,53.3164
9.22,5.915,54.5775
9.48,5.078,48.1614
9.73,5.069,49.3761
9.99,5.061,50.5862
10.25,5.052,51.7918
10.50,5.043,52.9928
10.76,5.034,54.1892
11.02,5.025,55.3810
11.27,5.016,56.5683
11.53,5.013,57.8171
11.78,5.010,59.0742
12.04,5.008,60.3300
12.30,5.006,61.5846
12.55,5.003,62.8380
12.81,5.001,64.0901
13.07,4.999,65.3411
13.32,4.996,66.5909
13.58,4.994,67.8394
13.83,4.992,69.0868
14.09,4.989,70.3329
14.35,4.987,71.5778
14.60,4.984,72.8215
14.86,4.982,74.0641
15.12,4.980,75.3054
15.37,4.977,76.5454
15.63,4.975,77.7843
15.88,4.973,79.0220
16.14,4.970,80.2585
16.40,4.968,81.4937
16.65,4.966,82.7278
16.91,4.963,83.9606
17.17,4.961,85.1922
17.42,4.958,86.4226
17.68,4.956,87.6518
17.94,4.954,88.8798
18.19,4.951,90.1066
18.45,4.949,91.3322
18.70,4.947,92.5566
18.96,4.944,93.7798
19.22,4.936,94.8865
19.47,4.920,95.8373
19.73,4.904,96.7798
19.99,4.888,97.7141
20.24,4.871,98.6400
20.50,4.804,98.5099
20.75,4.697,97.5129
21.01,4.581,96.2745
21.27,4.390,93.3899
21.52,4.233,91.1447
21.78,4.135,90.0813
22.04,4.128,90.9891
22.29,4.121,91.8934
22.55,4.114,92.7941
22.80,4.107,93.6913
23.06,4.100,94.5850
23.32,4.093,95.4751
23.57,4.086,96.3617
23.83,4.079,97.2448
24.09,4.073,98.1243
24.34,4.066,99.0003
24.60,4.059,99.8728
24.85,4.052,100.7417
25.11,4.048,101.6796
25.37,4.045,102.6325
25.62,4.041,103.5835
25.88,4.038,104.5329
26.14,4.035,105.4806
26.39,4.031,106.4266
26.65,4.028,107.3708
26.91,4.025,108.3134
27.16,4.021,109.2542
27.42,4.018,110.1933
27.67,4.014,111.1307
27.93,4.011,112.0664
28.19,4.008,113.0004
28.44,4.004,113.9326
28.70,4.001,114.8632
28.96,3.998,115.7920
29.21,3.994,116.7191
29.47,3.991,117.6446
29.72,3.988,118.5683
29.98,3.984,119.4903
30.24,3.981,120.4105
30.49,3.978,121.3291
30.75,3.974,122.2460
31.01,3.971,123.1611
31.26,3.968,124.0745
31.52,3.964,124.9863
31.77,3.961,125.8963
32.03,3.948,126.5050
32.29,3.925,126.7739
32.54,3.902,127.0311
32.80,3.879,127.2765
33.06,3.838,126.9084
33.31,3.772,125.6998
33.57,3.673,123.3347
33.82,3.553,120.2273
34.08,3.420,116.6033
34.34,3.262,112.0444
34.59,3.119,107.9336
34.85,3.008,104.8561
35.11,2.825,99.1938
35.36,2.660,94.0891
35.62,2.491,88.7721
35.88,2.325,83.4386
36.13,2.120,76.6157
36.39,1.913,69.6377
36.64,1.725,63.2488
36.90,1.488,54.9514
37.16,1.246,46.3088
37.41,1.017,38.0666
37.67,0.778,29.3177
37.93,0.517,19.6144
38.18,0.274,10.4684

Sample No.,37
Date & Time,'2021-12-30 14:12:25
Data Type,OPC
Voc (V),38.45
Isc (A),8.475
Pmax (W),128.5097
Vpm (V),32.73
Ipm (A),3.925
EFF (%),6.610
FF,0.394
Tc (degC),14.4
Irr (W/m2),67
Nms,1
Rs (Ohm),0.9441
V (V),I (A),P (W)
0.25,8.415,2.1573
0.51,8.355,4.2842
0.76,8.296,6.3807
1.02,8.237,8.4466
1.28,8.177,10.4821
1.53,8.118,12.4870
1.79,8.058,14.4617
2.05,7.999,16.4058
2.30,7.939,18.3194
2.56,7.880,20.2023
2.81,7.820,22.0548
3.07,7.761,23.8775
3.33,7.702,25.6692
3.58,7.642,27.4303
3.84,7.582,29.1588
4.10,7.284,29.8794
4.35,7.255,31.6197
4.61,7.242,33.4214
4.87,7.230,35.2166
5.12,7.218,37.0131
5.38,7.209,38.8130
5.63,7.200,40.6081
5.89,7.190,42.3984
6.15,7.175,44.1511
6.40,7.160,45.8893
6.66,7.135,47.5577
6.92,7.087,49.0601
7.17,7.036,50.5069
7.43,6.918,51.4317
7.69,6.867,52.8147
7.94,6.650,52.8511
8.20,6.643,54.4973
8.45,6.636,56.1398
8.71,6.502,56.6763
8.97,5.448,48.8866
9.22,5.368,49.5458
9.48,5.126,48.6230
9.74,5.101,49.6959
9.99,5.076,50.7562
10.25,5.066,51.9554
10.51,5.063,53.2225
10.76,5.060,54.4881
11.02,5.057,55.7521
11.27,5.054,57.0146
11.53,5.051,58.2756
11.79,5.048,59.5350
12.04,5.045,60.7928
12.30,5.042,62.0491
12.56,5.039,63.3039
12.81,5.036,64.5571
13.07,5.033,65.8088
13.33,5.030,67.0589
13.58,5.027,68.3074
13.84,5.024,69.5544
14.09,5.021,70.7999
14.35,5.018,72.0438
14.61,5.015,73.2862
14.86,5.012,74.5270
15.12,5.009,75.7663
15.38,5.006,77.0040
15.63,5.003,78.2402
15.89,5.000,79.4748
16.15,4.997,80.7079
16.40,4.994,81.9394
16.66,4.991,83.1694
16.91,4.985,84.3549
17.17,4.979,85.5338
17.43,4.974,86.7098
17.68,4.968,87.8828
17.94,4.962,89.0528
18.20,4.956,90.2198
18.45,4.950,91.3839
18.71,4.945,92.5451
18.97,4.939,93.7033
19.22,4.933,94.8585
19.48,4.927,96.0107
19.73,4.922,97.1600
19.99,4.916,98.3064
20.25,4.901,99.2622
20.50,4.846,99.3950
20.76,4.734,98.3140
21.02,4.602,96.7613
21.27,4.416,93.9794
21.53,4.213,90.7445
21.79,4.191,91.3307
22.04,4.168,91.9052
22.30,4.145,92.4682
22.55,4.123,93.0194
22.81,4.117,93.9547
23.07,4.114,94.9272
23.32,4.110,95.8978
23.58,4.107,96.8666
23.84,4.103,97.8336
24.09,4.099,98.7987
24.35,4.096,99.7620
24.61,4.092,100.7234
24.86,4.089,101.6830
25.12,4.085,102.6407
25.37,4.081,103.5966
25.63,4.078,104.5506
25.89,4.074,105.5028
26.14,4.071,106.4531
26.40,4.067,107.4016
26.66,4.063,108.3482
26.91,4.060,109.2930
27.17,4.056,110.2360
27.43,4.053,111.1770
27.68,4.049,112.1163
27.94,4.045,113.0537
28.19,4.042,113.9892
28.45,4.038,114.9229
28.71,4.035,115.8548
28.96,4.031,116.7848
29.22,4.027,117.7129
29.48,4.024,118.6392
29.73,4.016,119.4399
29.99,4.008,120.2362
30.25,4.000,121.0285
30.50,3.993,121.8169
30.76,3.985,122.6012
31.01,3.977,123.3816
31.27,3.969,124.1580
31.53,3.961,124.9304
31.78,3.954,125.6988
32.04,3.946,126.4632
32.30,3.938,127.2237
32.55,3.930,127.9801
32.81,3.906,128.1940
33.07,3.843,127.1091
33.32,3.774,125.7859
33.58,3.696,124.1422
33.83,3.596,121.7074
34.09,3.466,118.2052
34.35,3.351,115.1475
34.60,3.218,111.3857
34.86,3.042,106.0937
35.12,2.879,101.1295
35.37,2.719,96.2036
35.63,2.561,91.2804
35.89,2.371,85.1138
36.14,2.158,78.0304
36.40,1.972,71.8033
36.65,1.769,64.8671
36.91,1.528,56.4131
37.17,1.299,48.3115
37.42,1.070,40.0807
37.68,0.795,29.9652
37.94,0.520,19.7363
38.19,0.283,10.8112

Sample No.,38
Date & Time,'2021-12-30 14:12:45
Data Type,OPC
Voc (V),38.46
Isc (A),8.340
Pmax (W),128.9592
Vpm (V),32.56
Ipm (A),3.960
EFF (%),6.633
FF,0.401
Tc (degC),14.6
Irr (W/m2),692
Nms,1
Rs (Ohm),0.9577
V (V),I (A),P (W)
0.25,8.293,2.1267
0.51,8.247,4.2297
0.76,8.201,6.3089
1.02,8.154,8.3643
1.28,8.108,10.3959
1.53,8.062,12.4039
1.79,8.015,14.3881
2.05,7.969,16.3482
2.30,7.923,18.2850
2.56,7.876,20.1978
2.82,7.830,22.0869
3.07,7.784,23.9520
3.33,7.737,25.7936
3.58,7.691,27.6115
3.84,7.645,29.4053
4.10,7.334,30.0901
4.35,7.298,31.8139
4.61,7.283,33.6157
4.87,7.268,35.4118
5.12,7.258,37.2243
5.38,7.248,39.0334
5.64,7.239,40.8375
5.89,7.226,42.6203
6.15,7.213,44.3916
6.41,7.195,46.1278
6.66,7.170,47.8043
6.92,7.123,49.3181
7.17,7.071,50.7751
7.43,6.942,51.6292
7.69,6.915,53.1998
7.94,6.896,54.8207
8.20,6.579,53.9897
8.46,6.537,55.3210
8.71,6.445,56.1973
8.97,5.879,52.7678
9.23,5.258,48.5457
9.48,5.129,48.6666
9.74,5.119,49.8835
10.00,5.109,51.0953
10.25,5.099,52.3018
10.51,5.089,53.5032
10.76,5.079,54.6994
11.02,5.068,55.8905
11.28,5.062,57.1122
11.53,5.059,58.3789
11.79,5.056,59.6442
12.05,5.053,60.9080
12.30,5.051,62.1705
12.56,5.048,63.4316
12.82,5.045,64.6913
13.07,5.043,65.9497
13.33,5.040,67.2066
13.59,5.037,68.4621
13.84,5.034,69.7162
14.10,5.032,70.9690
14.35,5.029,72.2203
14.61,5.026,73.4703
14.87,5.024,74.7189
15.12,5.021,75.9660
15.38,5.018,77.2118
15.64,5.015,78.4562
15.89,5.013,79.6992
16.15,5.010,80.9408
16.41,5.007,82.1810
16.66,5.005,83.4198
16.92,5.002,84.6573
17.18,4.999,85.8933
17.43,4.996,87.1279
17.69,4.994,88.3612
17.94,4.991,89.5930
18.20,4.988,90.8235
18.46,4.980,91.9564
18.71,4.971,93.0628
18.97,4.962,94.1644
19.23,4.953,95.2614
19.48,4.944,96.3537
19.74,4.935,97.4413
20.00,4.926,98.5242
20.25,4.916,99.6024
20.51,4.883,100.1682
20.77,4.797,99.6498
21.02,4.666,98.1134
21.28,4.504,95.8667
21.53,4.314,92.9265
21.79,4.223,92.0449
22.05,4.196,92.5510
22.30,4.170,93.0437
22.56,4.148,93.6115
22.82,4.144,94.5891
23.07,4.140,95.5647
23.33,4.137,96.5384
23.59,4.133,97.5102
23.84,4.129,98.4800
24.10,4.125,99.4479
24.35,4.122,100.4138
24.61,4.118,101.3778
24.87,4.114,102.3399
25.12,4.110,103.3000
25.38,4.106,104.2582
25.64,4.103,105.2144
25.89,4.099,106.1687
26.15,4.095,107.1211
26.41,4.091,108.0716
26.66,4.088,109.0201
26.92,4.084,109.9666
27.18,4.080,110.9113
27.43,4.076,111.8540
27.69,4.072,112.7947
27.94,4.069,113.7335
28.20,4.065,114.6704
28.46,4.061,115.6054
28.71,4.057,116.5384
28.97,4.052,117.4346
29.23,4.046,118.2804
29.48,4.039,119.1228
29.74,4.033,119.9617
30.00,4.026,120.7973
30.25,4.019,121.6295
30.51,4.013,122.4583
30.77,4.006,123.2837
31.02,3.999,124.1057
31.28,3.993,124.9243
31.53,3.986,125.7396
31.79,3.980,126.5514
32.05,3.973,127.3598
32.30,3.966,128.1649
32.56,3.959,128.9569
32.82,3.921,128.6948
33.07,3.882,128.4127
33.33,3.807,126.9241
33.59,3.714,124.7787
33.84,3.611,122.2433
34.10,3.488,118.9646
34.36,3.357,115.3744
34.61,3.249,112.4928
34.87,3.064,106.8613
35.12,2.896,101.7406
35.38,2.700,95.5499
35.64,2.543,90.6477
35.89,2.358,84.6685
36.15,2.162,78.1865
36.41,1.958,71.3091
36.66,1.726,63.2966
36.92,1.528,56.4461
37.18,1.282,47.6950
37.43,1.041,38.9996
37.69,0.796,30.0260
37.95,0.533,20.2309
38.20,0.258,9.8908

Sample No.,39
Date & Time,'2021-12-30 14:13:05
Data Type,OPC
Voc (V),38.46
Isc (A),8.334
Pmax (W),129.8416
Vpm (V),32.80
Ipm (A),3.957
EFF (%),6.679
FF,0.405
Tc (degC),14.7
Irr (W/m2),65
Nms,1
Rs (Ohm),1.1236
V (V),I (A),P (W)
0.25,8.289,2.1253
0.51,8.244,4.2277
0.76,8.199,6.3071
1.02,8.154,8.3634
1.28,8.109,10.3967
1.53,8.064,12.4069
1.79,8.020,14.3943
2.05,7.975,16.3584
2.30,7.930,18.2996
2.56,7.885,20.2178
2.82,7.840,22.1130
3.07,7.795,23.9849
3.33,7.750,25.8340
3.58,7.705,27.6602
3.84,7.660,29.4630
4.10,7.389,30.3149
4.35,7.335,31.9751
4.61,7.315,33.7642
4.87,7.303,35.5810
5.12,7.291,37.3922
5.38,7.282,39.2122
5.64,7.273,41.0276
5.89,7.264,42.8382
6.15,7.250,44.6188
6.41,7.236,46.3854
6.66,7.215,48.0987
6.92,7.181,49.7163
7.17,7.124,51.1457
7.43,7.065,52.5388
7.69,6.952,53.4757
7.94,6.899,54.8394
8.20,6.698,54.9581
8.46,6.688,56.5893
8.71,6.671,58.1629
8.97,6.655,59.7283
9.23,6.139,56.6729
9.48,5.127,48.6391
9.74,5.121,49.9036
9.99,5.116,51.1653
10.25,5.111,52.4244
10.51,5.106,53.6809
10.76,5.101,54.9348
11.02,5.096,56.1860
11.28,5.090,57.4345
11.53,5.085,58.6805
11.79,5.080,59.9237
12.05,5.075,61.1644
12.30,5.070,62.4024
12.56,5.065,63.6377
12.82,5.060,64.8705
13.07,5.056,66.1235
13.33,5.053,67.3772
13.58,5.050,68.6294
13.84,5.047,69.8799
14.10,5.043,71.1287
14.35,5.040,72.3759
14.61,5.037,73.6215
14.87,5.034,74.8654
15.12,5.031,76.1076
15.38,5.027,77.3483
15.64,5.024,78.5872
15.89,5.021,79.8246
16.15,5.018,81.0603
16.40,5.015,82.2943
16.66,5.011,83.5267
16.92,5.008,84.7575
17.17,5.005,85.9866
17.43,5.002,87.2140
17.69,4.998,88.4399
17.94,4.995,89.6640
18.20,4.992,90.8866
18.46,4.989,92.1074
18.71,4.986,93.3267
18.97,4.977,94.4480
19.23,4.964,95.4741
19.48,4.951,96.4934
19.74,4.938,97.5061
19.99,4.925,98.5121
20.25,4.912,99.5115
20.51,4.860,99.7067
20.76,4.759,98.8520
21.02,4.631,97.3806
21.28,4.475,95.2485
21.53,4.300,92.6177
21.79,4.222,92.0258
22.05,4.203,92.6915
22.30,4.184,93.3475
22.56,4.165,93.9938
22.81,4.146,94.6304
23.07,4.142,95.6031
23.33,4.139,96.5870
23.58,4.136,97.5693
23.84,4.132,98.5498
24.10,4.129,99.5286
24.35,4.126,100.5057
24.61,4.122,101.4811
24.87,4.119,102.4547
25.12,4.116,103.4266
25.38,4.112,104.3968
25.64,4.109,105.3653
25.89,4.106,106.3321
26.15,4.102,107.2971
26.40,4.099,108.2604
26.66,4.095,109.2220
26.92,4.092,110.1819
27.17,4.089,111.1401
27.43,4.085,112.0965
27.69,4.082,113.0512
27.94,4.079,114.0042
28.20,4.075,114.9555
28.46,4.072,115.9050
28.71,4.069,116.8529
28.97,4.065,117.7990
29.22,4.062,118.7434
29.48,4.059,119.6860
29.74,4.055,120.6270
29.99,4.051,121.5461
30.25,4.043,122.3249
30.51,4.034,123.0993
30.76,4.025,123.8693
31.02,4.017,124.6349
31.28,4.008,125.3961
31.53,4.000,126.1529
31.79,3.991,126.9053
32.05,3.982,127.6533
32.30,3.974,128.3968
32.56,3.965,129.1360
32.81,3.954,129.7915
33.07,3.885,128.5133
33.33,3.803,126.7637
33.58,3.711,124.6701
33.84,3.609,122.1653
34.10,3.486,118.9008
34.35,3.231,111.0286
34.61,3.155,109.2368
34.87,3.003,104.7359
35.12,2.800,98.3733
35.38,2.604,92.1644
35.63,2.423,86.3703
35.89,2.220,79.7241
36.15,2.035,73.5814
36.40,1.866,67.9602
36.66,1.653,60.6258
36.92,1.450,53.5642
37.17,1.210,45.0189
37.43,0.975,36.5146
37.69,0.736,27.7497
37.94,0.525,19.9442
38.20,0.268,10.2499

Sample No.,40
Date & Time,'2021-12-30 14:21:38
Data Type,OPC
Voc (V),38.28
Isc (A),7.819
Pmax (W),86.6883
Vpm (V),34.84
Ipm (A),2.487
EFF (%),4.459
FF,0.289
Tc (degC),15.0
Irr (W/m2),665
Nms,1
Rs (Ohm),3.4146
V (V),I (A),P (W)
0.25,7.781,1.9859
0.51,7.744,3.9527
0.76,7.706,5.9003
1.02,7.669,7.8287
1.27,7.631,9.7379
1.53,7.593,11.6277
1.78,7.556,13.4986
2.04,7.518,15.3500
2.29,7.480,17.1824
2.55,7.443,18.9956
2.80,7.405,20.7897
3.06,7.367,22.5642
3.31,7.330,24.3199
3.57,7.292,26.0562
3.82,7.255,27.7732
4.08,7.009,28.6221
4.33,6.981,30.2909
4.59,6.967,32.0067
4.84,6.957,33.7356
5.10,6.947,35.4608
5.35,6.939,37.1916
5.61,6.931,38.9185
5.86,6.923,40.6413
6.12,6.913,42.3461
6.38,6.903,44.0426
6.63,6.889,45.7137
6.89,6.870,47.3387
7.14,6.710,47.9499
7.40,6.691,49.5242
7.65,6.670,51.0704
7.91,6.651,52.6236
8.16,6.633,54.1742
8.42,6.603,55.6175
8.67,6.572,57.0256
8.93,6.432,57.4550
9.18,6.128,56.3045
9.44,6.125,57.8375
9.69,6.121,59.3688
9.95,6.118,60.8984
10.20,6.105,62.3294
10.46,6.087,63.6921
10.71,3.972,42.5797
10.97,3.967,43.5425
11.22,3.963,44.5031
11.48,3.958,45.4612
11.73,3.953,46.4170
11.99,3.949,47.3704
12.24,3.944,48.3214
12.50,3.939,49.2701
12.76,3.935,50.2164
13.01,3.930,51.1603
13.27,3.926,52.1019
13.52,3.921,53.0410
13.78,3.916,53.9779
14.03,3.912,54.9123
14.29,3.907,55.8444
14.54,3.902,56.7741
14.80,3.898,57.7015
15.05,3.893,58.6265
15.31,3.888,59.5476
15.56,3.883,60.4621
15.82,3.878,61.3739
16.07,3.873,62.2833
16.33,3.868,63.1900
16.58,3.863,64.0942
16.84,3.858,64.9958
17.09,3.853,65.8949
17.35,3.848,66.7914
17.60,3.843,67.6854
17.86,3.838,68.5768
18.11,3.833,69.4656
18.37,3.828,70.3519
18.63,3.823,71.2356
18.88,3.818,72.1168
19.14,3.813,72.9954
19.39,3.808,73.8715
19.65,3.803,74.7450
19.90,3.790,75.4477
20.16,3.774,76.0934
20.41,3.758,76.7310
20.67,3.742,77.3604
20.92,3.726,77.9817
21.18,3.703,78.4412
21.43,3.642,78.0801
21.69,3.551,77.0508
21.94,3.433,75.3539
22.20,3.298,73.2301
22.45,3.139,70.5177
22.71,2.958,67.2046
22.96,2.810,64.5626
23.22,2.781,64.6023
23.47,2.752,64.6271
23.73,2.723,64.6369
23.98,2.711,65.0380
24.24,2.708,65.6557
24.49,2.704,66.2718
24.75,2.701,66.8863
25.01,2.698,67.4992
25.26,2.695,68.1106
25.52,2.692,68.7204
25.77,2.689,69.3287
26.03,2.686,69.9354
26.28,2.683,70.5405
26.54,2.680,71.1441
26.79,2.677,71.7461
27.05,2.674,72.3466
27.30,2.671,72.9454
27.56,2.668,73.5428
27.81,2.665,74.1385
28.07,2.662,74.7327
28.32,2.659,75.3253
28.58,2.655,75.9164
28.83,2.652,76.5059
29.09,2.649,77.0938
29.34,2.646,77.6802
29.60,2.643,78.2650
29.85,2.640,78.8483
30.11,2.637,79.4300
30.36,2.634,80.0101
30.62,2.631,80.5886
30.88,2.628,81.1656
31.13,2.625,81.7411
31.39,2.622,82.3149
31.64,2.619,82.8872
31.90,2.616,83.4580
32.15,2.613,84.0272
32.41,2.610,84.5948
32.66,2.606,85.1608
32.92,2.603,85.7253
33.17,2.597,86.1779
33.43,2.580,86.2797
33.68,2.563,86.3730
33.94,2.547,86.4577
34.19,2.530,86.5338
34.45,2.513,86.6014
34.70,2.496,86.6604
34.96,2.442,85.3948
35.21,2.339,82.3985
35.47,2.217,78.6661
35.72,2.064,73.7511
35.98,1.897,68.2691
36.23,1.729,62.6857
36.49,1.567,57.1980
36.74,1.360,50.0130
37.00,1.163,43.0565
37.26,0.940,35.0434
37.51,0.719,26.9828
37.77,0.473,17.8659
38.02,0.245,9.3225

Sample No.,41
Date & Time,'2021-12-30 14:21:57
Data Type,OPC
Voc (V),38.25
Isc (A),7.732
Pmax (W),85.4388
Vpm (V),34.72
Ipm (A),2.460
EFF (%),4.395
FF,0.288
Tc (degC),-0.1
Irr (W/m2),-----
Nms,1
Rs (Ohm),1.1027
V (V),I (A),P (W)
0.25,7.695,1.9626
0.51,7.658,3.9064
0.76,7.621,5.8314
1.02,7.584,7.7375
1.27,7.547,9.6247
1.53,7.510,11.4931
1.78,7.473,13.3427
2.04,7.436,15.1735
2.29,7.399,16.9851
2.55,7.362,18.7782
2.80,7.325,20.5522
3.06,7.288,22.3075
3.31,7.251,24.0441
3.57,7.215,25.7616
3.82,7.175,27.4523
4.08,6.920,28.2384
4.33,6.899,29.9135
4.59,6.887,31.6179
4.84,6.876,33.3239
5.10,6.867,35.0297
5.35,6.859,36.7377
5.61,6.851,38.4416
5.86,6.842,40.1369
6.12,6.831,41.8164
6.37,6.820,43.4904
6.63,6.800,45.0935
6.88,6.768,46.6065
7.14,6.713,47.9404
7.39,6.618,48.9538
7.65,6.607,50.5562
7.90,6.596,52.1529
8.16,6.576,53.6720
8.41,6.428,54.1015
8.67,6.419,55.6667
8.92,6.411,57.2289
9.18,6.402,58.7867
9.43,6.394,60.3403
9.69,6.336,61.4123
9.94,6.335,63.0169
10.20,6.334,64.6208
10.45,6.333,66.2241
10.71,6.332,67.8269
10.96,6.330,69.4291
11.22,6.329,71.0306
11.47,6.328,72.6316
11.73,6.327,74.2320
11.98,6.326,75.8318
12.24,6.325,77.4310
12.49,6.323,79.0296
12.75,6.322,80.6276
13.00,3.849,50.0715
13.26,3.844,50.9809
13.51,3.839,51.9007
13.77,3.835,52.8183
14.02,3.830,53.7336
14.28,3.826,54.6466
14.53,3.821,55.5574
14.79,3.817,56.4658
15.04,3.812,57.3720
15.30,3.808,58.2759
15.55,3.803,59.1775
15.81,3.799,60.0768
16.06,3.794,60.9738
16.32,3.790,61.8686
16.57,3.785,62.7610
16.83,3.781,63.6512
17.08,3.776,64.5391
17.34,3.772,65.4247
17.59,3.767,66.3080
17.85,3.763,67.1890
18.10,3.757,68.0475
18.36,3.749,68.8451
18.61,3.740,69.6382
18.87,3.731,70.4268
19.12,3.722,71.2110
19.38,3.714,71.9907
19.63,3.705,72.7660
19.89,3.696,73.5367
20.14,3.687,74.3030
20.40,3.679,75.0649
20.65,3.665,75.7305
20.91,3.628,75.8932
21.16,3.592,76.0370
21.42,3.512,75.2531
21.67,3.390,73.4955
21.93,3.261,71.5272
22.18,3.136,69.6047
22.44,2.965,66.5503
22.69,2.778,63.0587
22.95,2.712,62.2547
23.20,2.680,62.2211
23.46,2.677,62.8224
23.71,2.673,63.4219
23.97,2.670,64.0196
24.22,2.666,64.6155
24.48,2.663,65.2096
24.73,2.659,65.8019
24.99,2.656,66.3924
25.24,2.652,66.9811
25.50,2.649,67.5680
25.75,2.645,68.1532
26.01,2.642,68.7365
26.26,2.638,69.3181
26.52,2.635,69.8978
26.77,2.631,70.4758
27.03,2.628,71.0520
27.28,2.624,71.6264
27.54,2.621,72.1990
27.79,2.617,72.7698
28.05,2.614,73.3388
28.30,2.610,73.9060
28.56,2.607,74.4714
28.81,2.603,75.0350
29.07,2.600,75.5968
29.32,2.596,76.1569
29.58,2.593,76.7151
29.83,2.589,77.2716
30.09,2.586,77.8262
30.34,2.582,78.3791
30.60,2.579,78.9302
